0.000000000	0	0	29200	8
0.000404311	1	1	29312	0
0.001842134	1	75	29312	0
0.001857289	1	1523	32128	0
0.001868534	1	2971	35072	0
0.002198534	1	4419	37888	0
0.002213200	1	5867	40832	0
0.002517289	1	7315	43776	0
0.002528534	1	7845	46592	0
0.002538800	1	9293	49536	0
0.002548578	1	10741	52480	0
0.002841423	1	12189	55296	0
0.002852178	1	13637	58240	0
0.003156756	1	15085	61056	0
0.003169467	1	16533	64000	0
0.003179245	1	17981	66944	0
0.003187067	1	17983	66944	0
0.003565467	1	19431	69760	0
0.003577201	1	20879	72704	0
0.003586978	1	22327	75648	0
0.003957556	1	23775	78464	0
0.003970267	1	25223	81408	0
0.003980045	1	26671	84224	0
0.004019645	1	28119	87168	0
0.004027956	1	28121	87168	0
0.004417112	1	29569	90112	0
0.004428845	1	31017	92928	0
0.004438134	1	32465	95872	0
0.004807245	1	33913	98816	0
0.004819467	1	35361	101632	0
0.004829245	1	36809	104576	0
0.005201290	1	38257	107392	0
0.005211556	1	39705	110336	0
0.005220356	1	41153	113280	0
0.005228179	1	41515	116096	0
0.005590934	1	42963	119040	0
0.005602179	1	44411	121984	0
0.005611956	1	45859	124800	0
0.005920934	1	47307	127744	0
0.005930712	1	48755	130560	0
0.005939512	1	50203	133504	0
0.006315468	1	51651	136448	0
0.006328668	1	53099	139264	0
0.006338934	1	54547	142208	0
0.006710001	1	55995	145152	0
0.006722223	1	57443	147968	0
0.006732001	1	58891	150912	0
0.007038045	1	60339	153728	0
0.007050268	1	61787	156672	0
0.007060045	1	63235	159616	0
0.007430623	1	64683	162432	0
0.007441379	1	66131	165376	0
0.007451645	1	67579	168320	0
0.007823201	1	69027	171136	0
0.007834934	1	70475	174080	0
0.007844712	1	71923	176896	0
0.008166890	1	73371	179840	0
0.008178623	1	74819	182784	0
0.008187423	1	76267	183296	0
0.008540401	1	77715	182272	0
0.008549201	1	79163	181376	0
0.008558490	1	80611	180352	0
0.008934446	1	82059	179456	0
0.008943735	1	83507	178432	0
0.008953023	1	84955	177536	0
0.009262490	1	86403	176512	0
0.009271779	1	87851	175616	0
0.009280579	1	89299	174592	0
0.009654090	1	90747	173696	0
0.022821336	1	116811	156288	0
0.023628003	1	119707	171776	0
0.024346670	1	125499	167808	0
0.024372092	1	129843	164864	0
0.024997870	1	134187	162048	0
0.025059470	1	137083	177536	0
0.025511692	1	142875	173696	0
0.025846581	1	145771	184192	0
0.026185870	1	148667	184832	0
0.026238181	1	151563	183296	0
0.026574048	1	154459	184192	0
0.026962715	1	157355	184832	0
0.027003292	1	160251	183296	0
0.049250184	1	187763	164864	0
0.050396629	1	192107	162048	0
0.050725651	1	196451	159104	0
0.050945651	1	200795	156288	0
0.051211118	1	203691	171776	0
0.052294496	1	213827	164864	0
0.054886585	1	239891	147456	0
0.055531429	1	242787	162944	0
0.055605252	1	245683	161024	0
0.055974363	1	250027	158208	0
0.056331741	1	254371	155264	0
0.056652941	1	257267	170752	0
0.057051874	1	263059	166784	0
0.057443474	1	265955	182272	0
0.057775430	1	271747	178432	0
0.058175341	1	274643	184832	0
0.058484319	1	277539	184832	0
0.058686230	1	280435	184832	0
0.058895474	1	283331	184832	0
0.059267030	1	286227	184832	0
0.059421030	1	289123	184832	0
0.059614630	1	292019	184832	0
0.059988141	1	294915	184832	0
0.060100585	1	297811	184832	0
